volume,line,text
workset/mdp.39015024943048/mdp.39015024943048.txt,20,"['Cover illustration by Ann Chamberlain.', 'Back cover photo by Rose Berryessa.', 'Some of the poetry and prose works previously appeared in Hambone, Image', 'Magazine, Intent, Ink, Las Americas Review, Mango Magazine, and Rolling Stock.', '?Don Arturo: A Story of Migration? first appeared in By Lingual Wholes,', ""published by Momo's Press, copyright ? 1982 by Victor Hernandez Cruz."", 'Reprinted with permission of the publisher.', 'This project is supported by The Bush Foundation; Dayton Hudson Foun-', 'dation; Honeywell Foundation; Minnesota State Arts Board; National En-', 'dowment for the Arts, a federal agency; Northwest Area Foundation; Star', 'Tribune/ Cowles Media Company; and James R. Thorpe Foundation.', 'Coffee House Press books are available to bookstores through our primary', 'distributor, Consortium Book Sales and Distribution, 287 East Sixth St., Suite', '365, St. Paul, Minnesota 55101. Our books are also available through all major', 'library distributors and jobbers, and through most small press distributors,', 'including Bookpeople, Bookslinger, Inland, Pacific Pipeline, and Small Press', 'Distribution. For personal orders, catalogs, or other information, write to:', 'COFFEE HOUSE PRESS', '27 No. Fourth St., Suite 400, Minneapolis, Minnesota 55401', 'Cruz, Victor Hern?ndez, 1949-', 'Red Beans : poems / by Victor Hern?ndez Cruz.', 'p. cm.', 'ISBN 0-918273-91-9 : $11.95', '1. Puerto Ricans- United States - Poetry. I. Title.', 'PS3553.R8R44 1991']"
workset/uc1.b4356092/uc1.b4356092.txt,8,"['', 'The Price of Eggs', 'SHORT STORIES BY ANNE PANNING', 'COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1992', 'Univ. Library, UC Santa Cruz 1992', 'Copyright ? 1992 by Anne Panning', 'Cover illustration by Marie Olafsdottir', 'Author photograph by Dennis Nelson', 'The publisher thanks Jerome Foundation; Minnesota State Arts', 'Board; the National Endowment for the Arts, a federal agency; and', 'Northwest Area Foundation for their support of this project.', 'Coffee House Press books are available to stores through our pri-', 'mary distributor, Consortium Book Sales & Distribution, 287 East', 'Sixth Street, Suite 365, Saint Paul, Minnesota 55101. Our books are', 'also available through all major library distributors and jobbers,', 'and through most small press distributors including Bookpeople,', 'Bookslinger, Inland and Small Press Distribution.', 'For personal orders, catalogs or other information, write to:', 'Coffee House Press, 27 N. Fourth St., Minneapolis MN 55401', 'Library of Congress cataloging-in-publication data', 'Panning, Anne. 1966-', 'The price of eggs / stories by Anne Panning', 'p. cm.', 'ISBN 0-918273-95-1 : $11.95', 'I Title.']"
workset/mdp.39015032147889/mdp.39015032147889.txt,11,"['RON PADGETT, DAVID SHAPIRO, & PAUL VIOLI', 'COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1994', 'GRAD', 'E48', 'Callgr', 'Copyright ?1994 by the estate of Joseph Ceravolo', 'Cover art by Nora L. Koch', 'These works first appeared in the following: Fits of Dawn, C Press;', 'Wild Flowers Out of Gas, Tibor De Nagy; Spring in This World of Poor', 'Mutts, Columbia University Press; Transmigration Solo, Toothpaste', 'Press; Millennium Dust, Kulchur; An Anthology of New York Poets, Ran-', 'dom House; Locus Solus magazine; and Art and Literature magazine.', 'The publishers regret any omissions and will gladly include unmen-', 'tioned publications in future editions.', 'The publishers would like to thank Z Press for assistance with this', 'project. We would also like to thank the Minnesota State Arts Board', 'for a general operating support grant through an appropriation by', 'the Minnesota State Legislature. Major new marketing initiatives', ""have been made possible by the Lila Wallace-Reader's Digest Liter-"", 'ary Publishers Marketing Development Program, funded through a', 'grant to the Council of Literary Magazines and Presses.', 'Coffee House Press books are available to the trade through our', 'primary distributor, Consortium Book Sales & Distribution, 1045', 'Westgate Drive, Saint Paul, MN 55114. Our books are also available', 'through all major library distributors and jobbers, and through most']"
workset/mdp.39015031780631/mdp.39015031780631.txt,24,"['From Oslo?A Journey', 'How in the Morning', 'NORTHERN FIELDS', 'NEW & SELECTED POEMS BY CHUCK MILLER', 'coffee house press :: Minneapolis :: 1994', 'Copyright ? 1994 by Chuck Miller', '1 10 Cover art by Nora Koch', '[L. ^piack cover photograph by John Deason', 'The author thanks the editors of the following magazines and publishing houses', 'where many of these works first appeared: Caprice and World Letter magazines,', 'Friends Press, Seamark Press. ""for Barbara,"" ""for Schnu,"" ""Free Clinic,"" ""lighted', 'windows (for Judy),"" and ""when you live in your car"" were published by The', 'Spirit That Moves Us Press in How In The Morning: Poems 1962-1988, by Chuck', 'Miller, in 1988.', 'The publishers would like to thank the following funders for assistance which', 'helped make this book possible: The Bush Foundation; The Dayton Hudson', ""Foundation on behalf of Dayton's and Target Stores; The National Endowment"", 'for the Arts, a Federal Agency; The General Mills Foundation; The Jerome Foun-', 'dation; The Lannan Foundation; The Andrew W. Mellon Foundation; The Bev-', 'erly J. and John A. Rollwagen Fund of the Minneapolis Foundation; Star', 'Tribune/Cowles Media Company; and The McKnight Foundation. This activity', 'is made possible in part by a grant provided by the Minnesota State Arts Board,', 'through an appropriation by the Minnesota State Legislature. Major new market-', ""ing initiatives have been made possible by the Lila Wallace-Reader's Digest Lit-"", 'erary Publishers Marketing Development Program, funded through a grant to']"
workset/mdp.39015024959259/mdp.39015024959259.txt,13,"['COFFEE HOUSE PRESS : MINNEAPOLIS : I99O', '6>2 13', 'Some of these stories first appeared in the following magazines:', 'Dance Scope; Sweet Little Sixteen: Jugend in den USA (publish-', 'ed in Germany).', 'Text copyright ? 1989 by Summer Brenner.', 'Cover illustration: Pablo Picasso, Four Dancers. 1925. Pen and', 'ink, 13 7/g x 10 inches. Collection, The Museum of Modern Art,', 'New York. Gift of Abby Aldrich Rockefeller. Photograph ? 1990', 'The Museum of Modern Art, New York, New York.', 'Back cover photo by Ruth Morgan.', 'The author would like to gratefully acknowledge Barbara Gates,', 'Kimberly Duncan, and Felix Brenner for their respective con-', 'tributions to this collection.', 'In ""The Flamenco Dancer"" the lyrics of the songs were ex-', 'cerpted from The Art of Flamenco by D.E. Pohren.', 'The publisher thanks the following organizations whose sup-', 'port helped make this book possible: the National Endowment', 'for the Arts; Cowles Media/Star Tribune; Dayton Hudson Foun-', 'dation; Minnesota State Arts Board; Northwest Area Founda-', 'tion, and United Arts.', 'Coffee House Press books are distributed to trade by Consor-', 'tium Book Sales and Distribution, 287 East Sixth Street, Suite', '365, Saint Paul, Minnesota 55101. For personal orders, catalogs,', 'or other information, write to Coffee House Press, 27 North']"
workset/mdp.39015029935684/mdp.39015029935684.txt,27,"['To and For', 'NEW AND SELECTED POEMS', 'COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1992', '898', '46648th', 'Copyright ? 1992 by Steve Levine.', 'Back cover photograph of the author by Charlie Pizzarello.', 'The author wishes to acknowledge the following publications, in', 'which some of these poems have appeared: Batteria, Beyond Baroque', ""Magazine, Bingo, joe soap's canoe, Mag City, New Observations, Nice"", ""to See You, Oink!, Out of This World: An Anthology of the St. Mark's"", 'Poetry Project, Poetry Project Newsletter, Teachers & Writers, Transfer,', 'and The World.', 'Thanks go to Jerome Foundation; Minnesota State Arts Board; the', 'National Endowment for the Arts, a federal agency; and Northwest', 'Area Foundation for support of this project.', 'Coffee House Press books are available to bookstores through our', 'primary distributor, Consortium Book Sales & Distribution, 287 E.', 'Sixth St., Suite 365, St. Paul, Minnesota 55101. Our books are also', 'available through all major library distributors and jobbers, and', 'through most small press distributors, including Bookpeople,', 'Bookslinger, Inland, and Small Press Distribution. For personal or-', 'ders, catalogs or other information, write to:', 'Coffee House Press', '27 North Fourth Street, Suite 400, Minneapolis, MN 55401']"
workset/mdp.39015032505201/mdp.39015032505201.txt,12,"['Revelation Countdown', 'Is It Sexual Harassment Yet?', 'CRIS MAZZA', 'IL', 'COFFEE HOUSE PRESSIMI N N E A POL I Si 1994', 'Copyright ? 1994 by Cris Mazza', 'Cover art by John D. Koch', 'Back cover photograph by Cris Mazza', 'Book design by Nora Koch', 'The author wishes to thank the editors of the following publications', 'where portions of this novel first appeared: ""Second Person,"" and ""The', 'Kind of Sadness Which Makes You Sad,"" in Is It Sexual Harassment Yet? by Cris', 'Mazza, Fiction Collective Two, 1991. ""Second Person,"" in Alaska Quarterly,', 'Vol. 5, No. 3 & 4,1987.', 'The publishers would like to thank the following funders for assistance', 'that helped make this book possible: The National Endowment for the', ""Arts, a federal agency; Dayton Hudson Foundation on behalf of Dayton's"", 'and Target Stores; The Lannan Foundation; The Andrew W. Mellon Foun-', 'dation; Star Tribune/Cowles Media Company; and The McKnight Foun-', 'dation. This activity is made possible in part by a grant provided by the', 'Minnesota State Arts Board, through an appropriation by the Minnesota', 'State Legislature. Major new marketing initiatives have been made possible', ""by the Lila Wallace-Reader's Digest Literary Publishers Marketing Devel-"", 'opment Program, funded through a grant to the Council of Literary Mag-', 'azines and Presses.']"
workset/mdp.39015022027505/mdp.39015022027505.txt,52,"['The publisher thanks the following organizations whose support', 'helped make this book possible: Elmer L. and Eleanor J. Andersen Foun-', 'dation; The Bush Foundation; Dayton Hudson Foundation; Jerome', 'Foundation; Minnesota State Arts Board; the National Endowment for', 'the Arts, a federal agency; and Northwest Area Foundation.', 'Copyright ? 1991 by George Evans.', 'Back cover photograph by Michelle Vignes.', 'Cover design by Gail Grant.', 'Library of Congress Cataloging-in-Publication Data', 'Evans, George, 1948-', 'Sudden dreams : new & selected poems / by George Evans.', 'p. cm.', 'ISBN o-918273-86-2: $8.95', '1. Title.', ""PS3555. V2 165 S8 1991 9I-Io Io'?"", '81 I?.54 ? d.czo CIP', 'C 1', 't? ?f', '* * *', '? n?)', 'Contents', 'Saturday Towards Evening', '3 Almost Perfect', '4 A Summer', '5 Working for the Iceman']"
workset/inu.30000001736523/inu.30000001736523.txt,17,"['.D62', 'T5', '??)', 'DEMITASSE :: COFFEE HOUSE PRESS :: MINNEAPOLIS', 'plm', 'Copyright ? 1992 by Russell Edson.', 'PRCH', '2 ADP 8017', 'for Frances']"
workset/uc1.b4438830/uc1.b4438830.txt,62,"['library distributors and jobbers, and through most small press distributors,', 'including Bookpeople, Bookslinger, Inland, and Small Press Distribution.', 'For personal orders, catalogs, or information, write to:', 'COFFEE HOUSE PRESS', '27 North Fourth Street, Suite 400, Minneapolis, Minnesota 55401', 'Copyright ? 1991 by Robert Sward.', 'Back cover photo by Paul Schraub.', 'Library of Congress Cataloging-in-Publication Data', 'Sward, Robert, 1933-', 'Four incarnations : new & selected poems, 1957-1991 / Robert Sward.', 'p. cm.', 'ISBN 0-918273-90-0 (acid-free paper) : $9.95', '1. Title.', 'PS3569.W3F68 1991', ""811'.54-dc20"", '91-22836', 'CIP', 'Contents', '.PS', '3569', 'W3', 'F68', '1991', 'XI Foreword: Four Incarnations', 'KISSING THE DANCER']"
workset/mdp.39015031809968/mdp.39015031809968.txt,18,"['S I LES KY', 'ONE THING THAT CAN SAVE US', 'COFFEE HOUSE PRESS :: MINNEAPOLIS', 'grad', '828', 'Copyright ? 1994 by Barry Silesky', 'Cover art by Leslie Ross', 'Back cover photograph by Sharon Solwitz', 'The author thanks the following publications that first', 'printed some of these and their variations: Asylum, Black Ice,', 'Boulevard, Central Park, Exquisite Corpse, Fiction, New American', 'Writing, The Prose Poem, Texture, Trafika, Wire, and Witness.', '?Trophy,? ?Elegant Dining. . .,? ?Love,? ?Squirrels,? and', ""?Pastoral? were heard on National Public Radio's ?Sound of"", 'Writing,? selected by the Syndicated Fiction Project.', 'The publishers would like to thank the following funders for', 'assistance that helped make this book possible: Dayton Hud-', ""son Foundation on behalf of Dayton's and Target Stores; The"", 'National Endowment for the Arts, a federal agency; The', 'Lannan Foundation; The Andrew W. Mellon Foundation;', 'Star Tribune/Cowles Media Company; The McKnight', 'Foundation; the Minnesota State Arts Board, and Lila', ""Wallace-Reader's Digest Fund."", 'Coffee House Press books are available to the trade through', 'our primary distributor, Consortium Book Sales & Distribu-']"
workset/mdp.39015037861187/mdp.39015037861187.txt,25,"['A NOVEL BY PAMELA DITCHOFF', 'COFFEE HOUSE PRESS MINNEAPOLIS', 'GRAD', '828', 'D 6143 mi', 'Copyright ? 1995 by Pamela Ditchoff', 'Cover art by Deva Suckerman', 'Back cover photograph by Deborah Ditchoff', 'Segments of ?Prodigal Voices? were published, in Chicago Review, Vol. 37, 1991.', 'Segment on Homer published in This, Spring, 1995.', 'The characters in The Mirror of Monsters and Prodigies are drawn from history; the', 'events and customs of their periods are a matter of record. The majority of official', 'documents, personal correspondence, newspaper articles, film reviews, and refer-', ""ences to published works are nonfiction. The character's voices are fictionalized"", ""accounts spoken from the imaginative conclusions of the author's research."", 'Quotations from the film Freaks, ? 1932, Turner Entertainment Co. All rights', 'reserved. Used with permission. Excerpt from ?A Woman Young and Old? reprint-', 'ed with permission of Simon & Schuster from The Poems of W.B. Yeats: a New', 'Edition, edited by Richard J. Finneran. Copyright 1933 by Macmillan Publishing', 'Company, renewed 1961 by Bertha Georgia Yeats.', 'Coffee House Press is supported, in part, by a grant provided by the Minnesota', 'State Arts Board, through an appropriation by the Minnesota State Legislature, and', 'by a grant from the National Endowment for the Arts, a federal agency. Additional', ""support has been provided by the Lila Wallace-Reader's Digest Fund; The"", 'McKnight Foundation; Lannan Foundation; Jerome Foundation; Target Stores,']"
workset/mdp.39015037861187/mdp.39015037861187.txt,38,"[""ences to published works are nonfiction. The character's voices are fictionalized"", ""accounts spoken from the imaginative conclusions of the author's research."", 'Quotations from the film Freaks, ? 1932, Turner Entertainment Co. All rights', 'reserved. Used with permission. Excerpt from ?A Woman Young and Old? reprint-', 'ed with permission of Simon & Schuster from The Poems of W.B. Yeats: a New', 'Edition, edited by Richard J. Finneran. Copyright 1933 by Macmillan Publishing', 'Company, renewed 1961 by Bertha Georgia Yeats.', 'Coffee House Press is supported, in part, by a grant provided by the Minnesota', 'State Arts Board, through an appropriation by the Minnesota State Legislature, and', 'by a grant from the National Endowment for the Arts, a federal agency. Additional', ""support has been provided by the Lila Wallace-Reader's Digest Fund; The"", 'McKnight Foundation; Lannan Foundation; Jerome Foundation; Target Stores,', ""Dayton's, and Mervyn's by the Dayton Hudson Foundation; General Mills"", 'Foundation; St. Paul Companies; Honeywell Foundation; Star Tribune/Cowles', 'Media Company; Beverly J. and John A. Rollwagen Fund of The Minneapolis', 'Foundation; Prudential Foundation; and The Andrew W. Mellon Foundation.', 'Coffee House Press books are available to the trade through our primary distributor,', 'Consortium Book Sales & Distribution, 1045 Westgate Drive, Saint Paul, MN 55114.', 'For personal orders, catalogs or other information, write to:', 'Coffee House Press', '27 North Fourth Street, Suite 400, Minneapolis, MN 55401', 'Library of Congress CIP Data', 'Ditchoff, Pamela, 1950-', 'The Mirror of monsters and prodigies : a novel / by Pamela Ditchoff.', 'p. cm.']"
workset/mdp.39015032178561/mdp.39015032178561.txt,8,"['DE COY', 'POEMS BY ELAINE EQUI', 'COFFEE HOUSE PRESS :: MINNEAPOLIS', '828', 'E648 de', 'Copyright ? 1994 by Elaine Equi', 'Cover design by Foos Rowntree', 'Cover image: detail of a photogaph by Ralph Gibson', 'Back cover photograph by Becket Logan', 'Some of these poems have appeared in Abacus, American Letters &', 'Commentary, The American Poetry Review, The American Voice, The Archive', 'Newsletter, B City, Caliban, Chelsea, Conjunctions, Epoch, Furnitures, Gas, Hot', 'Bird MFG, Lacanian Ink, Long News: In The Short Century, New American', ""Writing, No Roses Review, St. Mark's Poetry Project Newsletter, Sulfur, XXIst"", 'Century, and The World.', 'The publishers would like to thank the following funders for as-', 'sistance that helped make this book possible: National Endow-', 'ment for the Arts, a federal agency; The Jerome Foundation; The', 'Lannan Foundation; The Andrew W. Mellon Foundation; and the', 'McKnight Foundation. This activity is made possible in part by a', 'grant provided by the Minnesota State Arts Board, through an', 'appropriation by the Minnesota State Legislature. Major new', 'marketing initiatives have been made possible by the Lila Wallace-', ""Reader's Digest Literary Publishers Marketing Development Pro-"", 'gram, funded through a grant to the Council of Literary']"
workset/mdp.39015018950140/mdp.39015018950140.txt,23,"[""March from 'That Creaturely World? was included in the 1989 edition"", 'of The Best American Essays.', 'A Guggenheim Fellowship and a Fellowship from the National En-', 'dowment for the Arts enabled the completion of some of these pieces;', 'the author expresses his gratitude to the sponsoring organizations.', 'Text copyright ? 1990 by Albert Goldbarth.', 'Cover illustration by Susan Nees.', 'Back cover photo by Skyler Lovelace.', 'The publisher thanks the following organizations whose support', 'helped make this book possible: The National Endowment for the', 'Arts, a federal agency; Dayton Hudson Foundation; Cowles Media/', 'Star Tribune; Northwest Area Foundation; and United Arts.', 'Coffee House Press books are distributed to trade by CONSORTIUM', 'Book Sales AND DISTRIBUTION, 287 East Sixth Street, Suite 365,', 'Saint Paul, Minnesota 55101. Our books are also available through', 'all major library distributors and jobbers, and through most small', 'press distributors, including Bookpeople, Bookslinger, Inland, Pacific', 'Pipeline, and Small Press Distribution. For personal orders, catalogs', 'or other information, write to:', 'COFFEE House Press', '27 North Fourth STREET, SUITE 400, MINNEAPOLIS, MN 55401.', 'Library of Congress Cataloging in Publication Data', 'Goldbarth, Albert.', 'A sympathy of souls : essays / by Albert Goldbarth.', 'These essays have previously appeared in various journals.']"
workset/mdp.39015029209668/mdp.39015029209668.txt,59,"['A NOVEL BY SAMUEL CHARTERS', 'Elvis Presley Calls His Mother', 'After The Ed Sullivan Show', 'COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1992', '828', 'Copyright ? 1992 by Samuel Charters.', 'Cover art by Aimee Orkin.', 'Thanks go to Cowles Media/Star Tribune, Minnesota', 'State Arts Board, and Northwest Area Foundation for', 'support of this project.', 'This is a work of fiction. Although it was inspired by real', 'persons, the characters and dialogue are products of the', ""author's imagination and, except for brief appearances"", 'by some public figures, do not portray actual persons.', 'Coffee House Press books are available to bookstores', 'through our primary distributor, Consortium Book Sales', '& Distribution, 287 East Sixth Street, Suite 365, Saint', 'Paul, Minnesota 55101. Our books are also available', 'through all major library distributors and jobbers, and', 'from most small press distributors, including Bookpeo-', 'ple, Bookslinger, Inland, and Small Press Distribution.', 'For personal orders, catalogs, or other information,', 'write to:', 'Coffee House Press', '27 No. Fourth St., Suite 400, Minneapolis, Mn. 55401']"
workset/mdp.39015024956230/mdp.39015024956230.txt,63,"['library distributors and jobbers, and through most small press distributors,', 'including Bookpeople, Bookslinger, Inland, and Small Press Distribution.', 'For personal orders, catalogs, or information, write to:', 'COFFEE HOUSE PRESS', '27 North Fourth Street, Suite 400, Minneapolis, Minnesota 55401', 'Copyright ? 1991 by Robert Sward.', 'Back cover photo by Paul Schraub.', 'Library of Congress Cataloging-in-Publication Data', 'Sward, Robert, 1933-', 'Four incarnations : new & selected poems, 1957-1991 / Robert Sward.', 'p. cm.', 'ISBN 0-918273-90-0 (acid-free paper) : $9.95', '1. Title.', 'PS3569.W3F68 1991', ""811'.54-dc20"", '91-22836', '???', 'GL', '6792006', 'ENGL', '2-17.92', 'Contents', 'XI Foreword: Four Incarnations', 'KISSING THE DANCER', '3 Uncle Dog: The Poet at 9']"
workset/uc1.b4359299/uc1.b4359299.txt,13,"['--', '-- - - -- - -------------', 'JESSICA TRE A T', 'A Robber in the House', 'COFFEE HOUSE PRESS :: MINNEAPOLIS :: 1993', 'Copyright ? 1993 by Jessica Treat', 'Cover art by Susan Nees', 'Back cover photograph by Henrik S. Haaland', 'Acknowledgment is made to the following publica-', 'tions in which some of these stories first appeared:', 'Alaska Quarterly Review, Asylum, Bottomfish, Brooklyn', 'Review, Dog River Review, Mu?fish, The Paper Bag, Para-', 'graph, The Prose Poem. ?Home? was anthologized in', 'Word of Mouth, Volume 2 (Crossing Press).', 'With thanks to Rilla, Jonathan, and Henrik whose', 'insight helped to shape this book.', 'Coffee House Press books are available to the trade', 'through our primary distributor, Consortium Book', 'Sales & Distribution, 1045 Westgate Drive, Saint', 'Paul, MN 55114. For personal orders, catalogs or', 'other information, write to us at 27 North Fourth', 'Street, Suite 400 Minneapolis, MN 55401', 'Library of Congress CIP Data', 'Treat, Jessica, 1958-', 'A Robber in the House/Jessica Treat.']"
workset/mdp.39015032091582/mdp.39015032091582.txt,23,"['SHORT STORIES BY', 'WANG, PING', '2 COFFEE HOUSE PRESS', 'MIN NE A POLIS @ 1994', '835 2469 am', 'Copyright ? 1994 by Wang Ping', 'Book design and cover art by Nora Koch', 'Cover calligraphy by Qian Shao Wu', 'Back cover photograph by Rudy Burkhardt', 'The publishers would like to thank the following funders for assis-', 'tance that helped make this book possible: The National Endowment', 'for the Arts, a federal agency; The Jerome Foundation; The McKnight', ""Foundation; Dayton Hudson Foundation on behalf of Dayton's and"", 'Target Stores; The General Mills Foundation; Cowles Media Com-', 'pany/Star Tribune; The Andrew W. Mellon Foundation; and The', 'Lannan Foundation. This activity is made possible in part by a grant', 'provided by the Minnesota State Arts Board, through an appropria-', 'tion by the Minnesota State Legislature. Major new marketing initia-', ""tives have been made possible by the Lila Wallace-Reader's Digest"", 'Literary Publishers Marketing Development Program, funded', 'through a grant to the Council of Literary Magazines and Presses.', 'Coffee House Press books are available to the trade through our pri-', 'mary distributor, Consortium Book Sales & Distribution, 1045 West-', 'gate Drive, Saint Paul, MN 55114. Our books are also available through', 'all major library distributors and jobbers, and through most small']"
workset/mdp.39015021549749/mdp.39015021549749.txt,4,[]
workset/uc1.b4359450/uc1.b4359450.txt,9,"['TWO NOVELLAS BY CONSTANCE URDANG', 'The Woman Who Read Novels', 'and Peacetime', 'COFFEE HOUSE PRESS + MINNEAPOLIS - 1990', 'Univ. Library, UC Santa Cruz 1991', 'Text copyright ? 1990 by Constance Urdang', 'Linoleum cut illustrations by Susan Nees', 'Back cover photo by Ida Robbins', 'The publisher thanks the following organizations whose support helped', 'make this book possible: The National Endowment for the Arts, a federal', 'agency; Dayton Hudson Foundation; Cowles Media/Star Tribune; Min-', 'nesota State Arts Board; Northwest Area Foundation, and United Arts.', 'Coffee House Press books are distributed to trade by Consortium Book', 'Sales and Distribution, 287 East Sixth Street, Suite 365, Saint Paul, Minnesota', '55101. Our books are also available through all major library distributors', 'and jobbers, and through most small press distributors, including Book-', 'people, Bookslinger, Inland, Pacific Pipeline, and Small Press Distribution.', 'For personal orders, catalogs or other information, write to:', 'COFFEE HOUSE PRESS', '27 North Fourth Street, Suite 400, Minneapolis, MN 55401.', 'Library of Congress Cataloging in Publication Data', 'Urdang, Constance.', 'Woman who read novels)', 'The woman who read novels : and, Peacetime : two novellas / by', 'Constance Urdang.']"
workset/mdp.39015031801510/mdp.39015031801510.txt,15,"['Is It Sexual Harassment Yet?', 'EXPOSED', 'CRIS MAZZA', '', 'COFFEE HOUSE PRES Si M I N N EAPOLI St 1994', 'Copyright ? 1994 by Cris Mazza', 'Cover art by John D. Koch', 'Back cover photograph by Cris Mazza', 'Book design by Nora Koch', 'The author wishes to thank the editors of the following publications', 'where portions of this novel first appeared: ""Second Person,"" and ""The', 'Kind of Sadness Which Makes You Sad,"" in Is It Sexual Harassment Yet.\'\' by Cris', 'Mazza, Fiction Collective Two, 1991. ""Second Person,"" in Alaska Quarterly,', 'Vol. 5, No. 3 & 4,1987.', 'The publishers would like to thank the following funders for assistance', 'that helped make this book possible: The National Endowment for the', ""Arts, a federal agency; Dayton Hudson Foundation on behalf of Dayton's"", 'and Target Stores; The Lannan Foundation; The Andrew W. Mellon Foun-', 'dation; Star Tribune/Cowles Media Company; and The McKnight Foun-', 'dation. This activity is made possible in part by a grant provided by the', 'Minnesota State Arts Board, through an appropriation by the Minnesota', 'State Legislature. Major new marketing initiatives have been made possible', ""by the Lila Wallace-Reader's Digest Literary Publishers Marketing Devel-"", 'opment Program, funded through a grant to the Council of Literary Mag-', 'azines and Presses.']"
workset/mdp.39015037275685/mdp.39015037275685.txt,40,"['as a promotional tool for Coffee House Press books. It is not intended for', 'resale. No portion of this sampler or the excerpts included in it may be', 'reproduced without express written permission from Coffee House Press,', '27 North 4th Street, Suite 400, Minneapolis, Minnesota, 55401.', 'Asian American Voices: A Coffee House Press Sampler', 'Copyright ? 1994 by Coffee House Press, Minneapolis', 'This major new marketing initiative has been made possible by the Lila', ""Wallace-Reader's Digest Literary Publishers Marketing Development"", 'Program, funded through a grant to the Council of Literary Magazines', 'and Presses.', 'Gunga Din Highway', 'Copyright ? 1994 by Frank Chin', 'American Visa', 'Copyright ? 1994 by Wang Ping', '?Lipstick"" (? 1992 by Wang Ping) has appeared in Long Use and in West', 'Coast Line.', '?Lotus? (? 1990 by Wang Ping) first appeared in Assylum.', 'Brazil-Maru', 'Copyright ? 1992 by Karen Tei Yamashita', 'Legends from Camp', '?Legends from Camp?', '?Concentration Constellation?', 'Copyright ? 1993 by Lawson Fusao Inada', 'Donald Duk', 'Copyright ? 1991 by Frank Chin']"
workset/mdp.39015037275685/mdp.39015037275685.txt,46,"['This major new marketing initiative has been made possible by the Lila', ""Wallace-Reader's Digest Literary Publishers Marketing Development"", 'Program, funded through a grant to the Council of Literary Magazines', 'and Presses.', 'Gunga Din Highway', 'Copyright ? 1994 by Frank Chin', 'American Visa', 'Copyright ? 1994 by Wang Ping', '?Lipstick"" (? 1992 by Wang Ping) has appeared in Long Use and in West', 'Coast Line.', '?Lotus? (? 1990 by Wang Ping) first appeared in Assylum.', 'Brazil-Maru', 'Copyright ? 1992 by Karen Tei Yamashita', 'Legends from Camp', '?Legends from Camp?', '?Concentration Constellation?', 'Copyright ? 1993 by Lawson Fusao Inada', 'Donald Duk', 'Copyright ? 1991 by Frank Chin', 'Through the Arc of the Rain Forest', 'Copyright ? 1990 by Karen Tei Yamashita', 'The Chinaman Pacific & Frisco R.R. Co.', 'Copyright ? 1988 by Frank Chin', '?Railroad Standard Time? (? 1978 by Frank Chin) first appeared in City', 'Lights Journal.']"
workset/mdp.39015037275685/mdp.39015037275685.txt,48,"['Program, funded through a grant to the Council of Literary Magazines', 'and Presses.', 'Gunga Din Highway', 'Copyright ? 1994 by Frank Chin', 'American Visa', 'Copyright ? 1994 by Wang Ping', '?Lipstick"" (? 1992 by Wang Ping) has appeared in Long Use and in West', 'Coast Line.', '?Lotus? (? 1990 by Wang Ping) first appeared in Assylum.', 'Brazil-Maru', 'Copyright ? 1992 by Karen Tei Yamashita', 'Legends from Camp', '?Legends from Camp?', '?Concentration Constellation?', 'Copyright ? 1993 by Lawson Fusao Inada', 'Donald Duk', 'Copyright ? 1991 by Frank Chin', 'Through the Arc of the Rain Forest', 'Copyright ? 1990 by Karen Tei Yamashita', 'The Chinaman Pacific & Frisco R.R. Co.', 'Copyright ? 1988 by Frank Chin', '?Railroad Standard Time? (? 1978 by Frank Chin) first appeared in City', 'Lights Journal.', '?The Chinatown Kid? (? 1973 by Frank Chin) first appeared in Cutting', 'Edges.']"
workset/mdp.39015037275685/mdp.39015037275685.txt,53,"['Copyright ? 1994 by Wang Ping', '?Lipstick"" (? 1992 by Wang Ping) has appeared in Long Use and in West', 'Coast Line.', '?Lotus? (? 1990 by Wang Ping) first appeared in Assylum.', 'Brazil-Maru', 'Copyright ? 1992 by Karen Tei Yamashita', 'Legends from Camp', '?Legends from Camp?', '?Concentration Constellation?', 'Copyright ? 1993 by Lawson Fusao Inada', 'Donald Duk', 'Copyright ? 1991 by Frank Chin', 'Through the Arc of the Rain Forest', 'Copyright ? 1990 by Karen Tei Yamashita', 'The Chinaman Pacific & Frisco R.R. Co.', 'Copyright ? 1988 by Frank Chin', '?Railroad Standard Time? (? 1978 by Frank Chin) first appeared in City', 'Lights Journal.', '?The Chinatown Kid? (? 1973 by Frank Chin) first appeared in Cutting', 'Edges.', 'GI', 'Gift', '1-25-96', 'Table of Contents', 'INTRODUCTION']"
